Time,R_IEV,R_FLX,R_INV,R_DFX,R_EVR,R_PFX,R_HEEL
2020-10-20 21:33:31.149004+00:00,-5.119283824924816,11.911997229420061,510.54,598.39,566.57,586.27,369.42
2020-10-20 21:33:31.157004+00:00,-1.3002327476817523,7.17798472401778,511.13,598.82,567.22,586.38,368.97
2020-10-20 21:33:31.165004+00:00,0.03471399852835014,6.042917313871179,512.64,600.84,568.91,586.96,368.12
2020-10-20 21:33:31.173004+00:00,0.8169253885377573,6.582065439502697,510.78,599.85,567.71,585.9,369.09
2020-10-20 21:33:31.181004+00:00,0.6051674493061064,6.407898927009166,511.01,600.47,568.23,585.57,369.18
2020-10-20 21:33:31.189004+00:00,-3.258955179602709,9.486275955716094,510.68,600.87,568.89,585.4,369.1
2020-10-20 21:33:31.197004+00:00,-7.029805264393822,17.1860386956518,510.52,601.13,568.5,585.91,369.35
2020-10-20 21:33:31.205004+00:00,-10.698689304457043,24.70267112863717,509.64,600.13,568.8,586.74,369.59
2020-10-20 21:33:31.213004+00:00,-2.2810881086654646,11.048606203596256,510.02,600.37,568.77,586.29,369.28
2020-10-20 21:33:31.221004+00:00,-7.99723039144572,18.414303102626448,510.79,601.08,569.65,585.45,369.14
2020-10-20 21:33:31.229004+00:00,-8.079170314014336,18.171056186507155,510.17,601.66,569.75,585.52,368.87
2020-10-20 21:33:31.237004+00:00,-4.52636133580313,13.292809487654912,510.41,602.04,570.46,585.46,369.58
2020-10-20 21:33:31.245004+00:00,-5.939052534621003,17.062654645750225,510.02,602.06,570.62,585.51,369.01
2020-10-20 21:33:31.253004+00:00,-5.716981529254965,15.465662843724612,509.61,601.44,570.94,586.5,369.74
2020-10-20 21:33:31.261004+00:00,-6.119155201419895,15.662033374168688,510.03,601.47,571.11,585.5,369.45
2020-10-20 21:33:31.269004+00:00,-6.017978538426648,16.09507578205991,509.85,602.12,571.37,585.59,369.46
2020-10-20 21:33:31.277004+00:00,-5.975373160963822,9.88895791316558,509.61,601.91,571.78,586.05,369.75
2020-10-20 21:33:31.285004+00:00,-6.2017464239836615,13.721771613010134,510.19,602.35,571.43,585.27,369.11
2020-10-20 21:33:31.293004+00:00,-6.248631549089483,10.126244044426898,510.56,602.34,571.73,585.64,369.61
2020-10-20 21:33:31.301004+00:00,-6.578707937928916,7.217601537126999,509.71,601.65,571.06,585.85,369.17
2020-10-20 21:33:31.309004+00:00,-6.403807644648818,8.470582834286176,509.87,601.62,572.12,585.85,369.36
2020-10-20 21:33:31.317004+00:00,-6.560122274802488,8.177908686977942,510.62,601.85,571.17,584.95,369.3
2020-10-20 21:33:31.325004+00:00,-6.9307917387483124,8.056784716287043,509.71,601.95,571.03,585.81,368.7
2020-10-20 21:33:31.333004+00:00,-7.31409260687989,9.870229671256231,510.26,601.91,571.35,585.14,368.98
2020-10-20 21:33:31.341004+00:00,-7.988474933524596,15.411842074309037,509.29,602.24,571.34,585.49,368.73
2020-10-20 21:33:31.349004+00:00,-7.751367222388119,11.416363317077344,509.36,600.73,570.87,585.96,369.08
2020-10-20 21:33:31.357004+00:00,-7.178010090164743,8.077955524130669,509.9,601.22,570.73,586.08,368.86
2020-10-20 21:33:31.365004+00:00,-7.651821796279096,10.7093246694673,510.3,600.91,570.29,585.88,369.25
2020-10-20 21:33:31.373004+00:00,-8.158049998623524,15.44142544373107,510.11,601.49,570.82,585.76,368.59
2020-10-20 21:33:31.381004+00:00,-7.75977324508357,12.012983178046538,509.53,600.76,571.16,585.64,369.18
2020-10-20 21:33:31.389004+00:00,-7.752736277529815,14.46572933454232,508.29,599.18,570.82,586.01,368.98
2020-10-20 21:33:31.397004+00:00,-7.448666829160665,11.985255343131142,509.92,600.92,571.36,585.94,368.44
2020-10-20 21:33:31.405004+00:00,-7.565526314163982,14.135056459420833,509.27,600.31,571.07,586.16,369.31
2020-10-20 21:33:31.413004+00:00,-8.190161940768219,12.417106353972502,509.35,600.47,570.39,585.68,369.33
2020-10-20 21:33:31.421004+00:00,-7.753714615361525,9.19477813895471,510.49,600.66,570.42,585.46,369.02
2020-10-20 21:33:31.429004+00:00,-7.577919650134212,9.900135898810303,510.38,600.28,570.12,584.76,369.12
2020-10-20 21:33:31.437004+00:00,-6.89253731600208,8.206642599471726,510.37,600.25,571.38,586.1,368.67
2020-10-20 21:33:31.445004+00:00,-8.271058597200117,10.219357533129402,509.9,599.75,571.21,586.61,369.54
2020-10-20 21:33:31.453004+00:00,-6.576887435442821,7.764845407464602,509.64,599.69,571.35,586.18,369.01
2020-10-20 21:33:31.461004+00:00,-2.8489691940257176,7.740499267894175,510.29,599.76,571.06,585.72,368.94
2020-10-20 21:33:31.469004+00:00,-5.939725510462294,7.085573064750948,509.27,598.99,571.58,585.66,368.74
2020-10-20 21:33:31.477004+00:00,-7.2287115685372525,6.638188019183229,510.25,599.33,572.63,586.85,370.14
2020-10-20 21:33:31.485004+00:00,-2.1056787016594516,10.771819362168399,516.51,604.34,575.27,590.42,373.94
